Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region,Discount,Discounted Ammount,Special extra Discount from the Dealer of SUV (20%)
2022-06-13,Yael,Male,950000,Scrivener Performance Engineering,Volkswagen,Jetta,Auto,Pale White,19000,38701-8047,Passenger,8239781,Pasco,10%,"$1,900.00",
2022-06-14,Yasmine,Female,715000,Star Enterprises Inc,BMW,528i,Manual,Black,21000,99301-3882,SUV,6539980,Janesville,10%,"$2,100.00",
2022-06-15,Matheo,Female,13500,Rabun Used Car Sales,Subaru,Forester,Auto,Black,22000,85257-3102,Hardtop,6815074,Scottsdale,10%,"$2,200.00",
2022-06-16,Jaslene,Female,847000,Classic Chevy,Plymouth,Breeze,Manual,Pale White,16000,85257-3102,SUV,8431840,Scottsdale,10%,"$1,600.00",
2022-06-17,Jasmin,Female,13500,Clay Johnson Auto Sales,Volkswagen,Beetle,Auto,Pale White,45000,78758-7841,SUV,8808261,Austin,10%,"$4,500.00",
2022-06-18,Jasmine,Male,1176500,Diehl Motor CO Inc,Dodge,Intrepid,Manual,Black,11650,06457-3834,Sedan,8193979,Middletown,10%,"$1,165.00",
2022-06-19,Jayda,Male,955000,Enterprise Rent A Car,Hyundai,Elantra,Manual,Pale White,26000,60504-7114,Sedan,6422078,Aurora,10%,"$2,600.00",
2022-06-20,Jonathan,Male,800000,Saab-Belle Dodge,Saturn,SW,Manual,Black,36000,60504-7114,Passenger,7960177,Aurora,10%,"$3,600.00",
2022-06-21,Jordan,Male,13500,Scrivener Performance Engineering,Lincoln,Continental,Manual,Pale White,82000,38701-8047,Passenger,6642461,Greenville,10%,"$8,200.00",
2022-06-22,Joseph,Female,13500,Star Enterprises Inc,Chevrolet,Camaro,Auto,Pale White,24000,99301-3882,Sedan,7781272,Pasco,10%,"$2,400.00",
2022-06-23,Allison,Male,626800,Nebo Chevrolet,Nissan,Pathfinder,Manual,Pale White,11800,06457-3834,Hardtop,6438030,Austin,10%,"$1,180.00",
2022-06-24,Ashley,Male,2115000,Star Enterprises Inc,Toyota,RAV4,Auto,Pale White,27500,99301-3882,Hatchback,7063414,Pasco,10%,"$2,750.00",
2022-06-25,Aubree,Male,2810000,Suburban Ford,Mercury,Villager,Auto,Pale White,36000,53546-9427,Passenger,7033838,Janesville,10%,"$3,600.00",
2022-06-26,Aubrey,Male,13500,Tri-State Mack Inc,Jaguar,S-Type,Manual,Pale White,20000,85257-3102,Passenger,8626515,Scottsdale,10%,"$2,000.00",
2022-06-27,Autumn,Male,13500,U-Haul CO,Mercedes-B,SLK,Manual,Pale White,17000,78758-7841,Passenger,8692179,Austin,10%,"$1,700.00",
2022-06-28,Victor,Male,1589000,Pitre Buick-Pontiac-Gmc of Scottsdale,Volkswagen,Jetta,Auto,Pale White,16900,99301-3882,Passenger,8280131,Pasco,10%,"$1,690.00",
2022-06-29,Ludivine,Male,1385000,Progressive Shippers Cooperative Association No,Buick,Regal,Auto,Pale White,46500,53546-9427,Passenger,6775570,Janesville,10%,"$4,650.00",
2022-06-30,Anais,Male,2000000,Rabun Used Car Sales,Mercedes-B,C-Class,Auto,Black,14000,85257-3102,Hatchback,8957521,Scottsdale,10%,"$1,400.00",
2022-07-01,Luckas,Male,951000,Race Car Help,Toyota,Sienna,Manual,Black,16000,78758-7841,Passenger,6492064,Austin,10%,"$1,600.00",
2022-07-02,Victor,Male,1390000,Race Car Help,Volvo,S70,Manual,Black,22000,78758-7841,Hardtop,6729766,Austin,10%,"$2,200.00",
2022-07-03,Yitty,Male,2320000,U-Haul CO,Nissan,Altima,Auto,Pale White,20000,78758-7841,Hatchback,8827586,Middletown,10%,"$2,000.00",
2022-07-04,Yocheved,Female,2752000,Progressive Shippers Cooperative Association No,Toyota,Celica,Manual,Pale White,14200,53546-9427,SUV,8378577,Aurora,10%,"$1,420.00",
2022-07-05,Zissy,Male,655000,Rabun Used Car Sales,Saturn,LS,Auto,Pale White,51000,85257-3102,Sedan,6300537,Greenville,10%,"$5,100.00",
2022-07-06,Jayla,Male,890000,Gartner Buick Hyundai Saab,Mitsubishi,Diamante,Manual,Pale White,19000,38701-8047,Hatchback,7658357,Greenville,10%,"$1,900.00",
2022-07-07,Jaylah,Male,1330000,Hatfield Volkswagen,Lexus,GS400,Auto,Pale White,31000,99301-3882,Hatchback,7154079,Pasco,10%,"$3,100.00",
2022-07-08,Jayleen,Male,13500,Iceberg Rentals,Porsche,Carrera Cabrio,Auto,Pale White,32000,53546-9427,Passenger,7160297,Janesville,10%,"$3,200.00",
2022-07-09,Jaylene,Male,900000,McKinney Dodge Chrysler Jeep,Dodge,Ram Van,Auto,Pale White,31000,85257-3102,Hatchback,8063218,Scottsdale,10%,"$3,100.00",
2022-07-10,Judah,Male,570000,Tri-State Mack Inc,Oldsmobile,Silhouette,Manual,Pale White,14000,85257-3102,Sedan,8641482,Scottsdale,10%,"$1,400.00",
2022-07-11,Jude,Male,715000,U-Haul CO,Audi,A6,Manual,Black,25000,78758-7841,SUV,6554530,Austin,10%,"$2,500.00",
2022-07-12,Julian,Female,630000,Progressive Shippers Cooperative Association No,Oldsmobile,Cutlass,Auto,Pale White,46000,53546-9427,Sedan,6440545,Janesville,10%,"$4,600.00",
2022-07-13,Justin,Female,700500,Rabun Used Car Sales,Mercedes-B,S-Class,Auto,Black,39500,85257-3102,SUV,7293423,Scottsdale,10%,"$3,950.00",
2022-07-14,Ava,Male,2130000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,3000GT,Auto,Black,39000,06457-3834,Sedan,6687979,Middletown,10%,"$3,900.00",
2022-07-15,Avery,Male,13500,C & M Motors Inc,BMW,528i,Auto,Black,31000,60504-7114,SUV,8525846,Aurora,10%,"$3,100.00",
2022-07-16,Bella,Male,2950000,Capitol KIA,Chevrolet,Malibu,Manual,Pale White,41000,38701-8047,Hatchback,6436923,Greenville,10%,"$4,100.00",
2022-07-17,Blessing,Male,2150000,Chrysler of Tri-Cities,Chrysler,300M,Auto,Pale White,22000,99301-3882,SUV,7273916,Pasco,10%,"$2,200.00",
2022-07-18,Angele,Female,1700000,Ryder Truck Rental and Leasing,Ford,Mustang,Manual,Black,22000,06457-3834,Hatchback,8283096,Middletown,10%,"$2,200.00",
2022-07-19,Mathis,Male,13500,Saab-Belle Dodge,Dodge,Viper,Auto,Pale White,41000,60504-7114,SUV,6784925,Aurora,10%,"$4,100.00",
2022-07-20,Evann,Male,1540000,Scrivener Performance Engineering,Jaguar,S-Type,Manual,Pale White,21000,38701-8047,Passenger,7826082,Greenville,10%,"$2,100.00",
2022-07-21,Gael,Male,1300000,Star Enterprises Inc,Mercedes-B,SLK,Manual,Black,26000,99301-3882,Passenger,6471180,Pasco,10%,"$2,600.00",
2022-07-22,Zoe,Male,960000,Race Car Help,Mercedes-B,E-Class,Auto,Pale White,31000,78758-7841,Sedan,8928940,Pasco,10%,"$3,100.00",
2022-07-23,Zoey,Male,13500,Ryder Truck Rental and Leasing,Pontiac,Grand Am,Auto,Pale White,19000,06457-3834,SUV,7428074,Janesville,10%,"$1,900.00",
2022-07-24,Aarav,Male,1810000,Saab-Belle Dodge,Saturn,LW,Manual,Pale White,13000,60504-7114,Hatchback,8948624,Scottsdale,10%,"$1,300.00",
2022-07-25,Mathis,Male,1130000,Ryder Truck Rental and Leasing,Saturn,SC,Auto,Black,33000,06457-3834,Hardtop,7941618,Middletown,10%,"$3,300.00",
2022-07-26,Jaylin,Male,1090000,Motor Vehicle Branch Office,Mercury,Sable,Manual,Pale White,61000,78758-7841,Sedan,7356041,Austin,10%,"$6,100.00",
2022-07-27,Jaylyn,Male,500000,Nebo Chevrolet,Toyota,Land Cruiser,Auto,Black,21000,06457-3834,SUV,8854864,Middletown,10%,"$2,100.00",
2022-07-28,Kacper,Female,1700000,Race Car Help,Nissan,Maxima,Manual,Pale White,16000,78758-7841,Sedan,6668924,Austin,10%,"$1,600.00",
2022-07-29,Kai,Male,860000,Ryder Truck Rental and Leasing,Oldsmobile,Bravada,Auto,Pale White,15000,06457-3834,Hatchback,7296907,Middletown,10%,"$1,500.00",
2022-07-30,Brianna,Male,13500,Chrysler Plymouth,Volkswagen,Passat,Manual,Pale White,27000,53546-9427,Hatchback,7555872,Janesville,10%,"$2,700.00",
2022-07-31,Brielle,Male,2035000,Classic Chevy,Volkswagen,Passat,Auto,Pale White,13500,85257-3102,Hatchback,6327935,Scottsdale,10%,"$1,350.00",
2022-08-01,Hugo,Male,1372500,Suburban Ford,Nissan,Xterra,Auto,Black,9250,53546-9427,Passenger,6171876,Janesville,10%,$925.00,
2022-08-02,Kassandra,Male,1800000,Tri-State Mack Inc,Ford,Mustang,Auto,Pale White,31000,85257-3102,Hatchback,8997806,Scottsdale,10%,"$3,100.00",
2022-08-03,Abdul,Male,1250000,Star Enterprises Inc,Volkswagen,Passat,Auto,Pale White,32000,99301-3882,Hatchback,7104776,Middletown,10%,"$3,200.00",
2022-08-04,Abdullah,Male,1175000,Suburban Ford,Volvo,S40,Auto,Pale White,29500,53546-9427,Sedan,8210697,Aurora,10%,"$2,950.00",
2022-08-05,Jazlyn,Male,1100000,New Castle Ford Lincoln Mercury,Mercury,Villager,Manual,Pale White,14000,60504-7114,Passenger,8717945,Aurora,10%,"$1,400.00",
2022-08-06,Jazmin,Male,1315000,Pars Auto Sales,Nissan,Frontier,Auto,Pale White,18501,38701-8047,Hatchback,6719698,Greenville,10%,"$1,850.10",
2022-08-07,Jazmine,Female,480000,Pitre Buick-Pontiac-Gmc of Scottsdale,Acura,RL,Manual,Pale White,17001,99301-3882,SUV,8884589,Pasco,10%,"$1,700.10",
2022-08-08,Jennifer,Female,423500,Progressive Shippers Cooperative Association No,Mitsubishi,Montero Sport,Manual,Pale White,12500,53546-9427,SUV,7091817,Janesville,10%,"$1,250.00",
2022-08-09,Jessica,Female,13500,Rabun Used Car Sales,BMW,528i,Manual,Black,21000,85257-3102,SUV,6053967,Scottsdale,10%,"$2,100.00",
2022-08-10,Kenneth,Male,13500,Saab-Belle Dodge,BMW,528i,Auto,Pale White,62000,60504-7114,SUV,7755205,Aurora,10%,"$6,200.00",
2022-08-11,Kevin,Male,653000,Scrivener Performance Engineering,Ford,Crown Victoria,Auto,Black,11000,38701-8047,Passenger,6075959,Greenville,10%,"$1,100.00",
2022-08-12,Kieran,Male,13500,Star Enterprises Inc,Nissan,Frontier,Manual,Pale White,20000,99301-3882,Hatchback,6579013,Pasco,10%,"$2,000.00",
2022-08-13,Kyle,Male,2862000,Suburban Ford,Honda,Accord,Auto,Pale White,21200,53546-9427,Sedan,6175694,Janesville,10%,"$2,120.00",
2022-08-14,Landon,Male,2180000,Tri-State Mack Inc,Toyota,Camry,Manual,Black,29000,85257-3102,Hatchback,7778542,Scottsdale,10%,"$2,900.00",
2022-08-15,Brooke,Male,13500,Clay Johnson Auto Sales,Cadillac,Eldorado,Auto,Pale White,17000,78758-7841,Passenger,8652954,Austin,10%,"$1,700.00",
2022-08-16,Brooklyn,Male,1500000,Diehl Motor CO Inc,Lexus,ES300,Auto,Pale White,27000,06457-3834,Hatchback,8165932,Middletown,10%,"$2,700.00",
2022-08-17,Cali,Male,1190000,Enterprise Rent A Car,Volvo,S40,Manual,Black,36000,60504-7114,Sedan,8439749,Aurora,10%,"$3,600.00",
2022-08-18,Chanel,Female,920000,Gartner Buick Hyundai Saab,Lincoln,Navigator,Auto,Black,19000,38701-8047,Sedan,6548543,Greenville,10%,"$1,900.00",
2022-08-19,Charlotte,Male,320000,Hatfield Volkswagen,Nissan,Frontier,Auto,Pale White,18000,99301-3882,Hatchback,7638367,Pasco,10%,"$1,800.00",
2022-08-20,Oliver,Male,690000,Chrysler Plymouth,Chevrolet,Prizm,Auto,Pale White,15000,53546-9427,Hardtop,6042502,Janesville,10%,"$1,500.00",
2022-08-21,Owen,Male,13500,Diehl Motor CO Inc,Toyota,Tacoma,Manual,Pale White,24000,06457-3834,Hardtop,7856638,Middletown,10%,"$2,400.00",
2022-08-22,Tomy,Male,905000,Rabun Used Car Sales,Nissan,Sentra,Auto,Black,16000,85257-3102,Passenger,7774440,Scottsdale,10%,"$1,600.00",
2022-08-23,Timothe,Male,13500,Race Car Help,Ford,Crown Victoria,Auto,Pale White,29000,78758-7841,Passenger,6944597,Austin,10%,"$2,900.00",
2022-08-24,Leo,Female,1180000,Ryder Truck Rental and Leasing,Pontiac,Bonneville,Auto,Pale White,19000,06457-3834,Hatchback,8669480,Middletown,10%,"$1,900.00",
2022-08-25,Adam,Male,800000,Tri-State Mack Inc,Mercedes-B,CL500,Manual,Black,22000,85257-3102,SUV,6063129,Greenville,10%,"$2,200.00",
2022-08-26,Aditya,Male,1225000,U-Haul CO,Dodge,Viper,Auto,Pale White,23500,78758-7841,SUV,6972050,Pasco,10%,"$2,350.00",
2022-08-27,Adrian,Female,1200000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Galant,Auto,Pale White,36000,06457-3834,Passenger,8725531,Janesville,10%,"$3,600.00",
2022-08-28,Ahmed,Male,13500,C & M Motors Inc,Pontiac,Bonneville,Auto,Pale White,19000,60504-7114,Hatchback,7853364,Scottsdale,10%,"$1,900.00",
2022-08-29,Mathis,Male,1350000,Star Enterprises Inc,Toyota,Tacoma,Auto,Pale White,53000,99301-3882,Hardtop,6090926,Pasco,10%,"$5,300.00",
2022-08-30,Jimena,Male,426000,Race Car Help,Cadillac,Escalade,Auto,Black,28000,78758-7841,Sedan,6059431,Austin,10%,"$2,800.00",
2022-08-31,Jocelyn,Male,1447500,Ryder Truck Rental and Leasing,Oldsmobile,Silhouette,Auto,Black,60750,06457-3834,Sedan,7474014,Middletown,10%,"$6,075.00",
2022-09-01,Alana,Male,770000,Suburban Ford,Chevrolet,Prizm,Auto,Pale White,42000,53546-9427,Hardtop,6410028,Janesville,10%,"$4,200.00",
2022-09-02,Leo,Male,1610000,Buddy Storbeck's Diesel Service Inc,Cadillac,Eldorado,Manual,Pale White,31000,06457-3834,Passenger,6249100,Middletown,10%,"$3,100.00",
2022-09-03,Chelsea,Female,1540000,Iceberg Rentals,Ford,Contour,Auto,Pale White,62000,53546-9427,Sedan,7798861,Janesville,10%,"$6,200.00",
2022-09-04,Chloe,Male,1285000,McKinney Dodge Chrysler Jeep,Mercedes-B,S-Class,Auto,Black,39500,85257-3102,SUV,6712658,Scottsdale,10%,"$3,950.00",
2022-09-05,Pablo,Male,1400000,Enterprise Rent A Car,Toyota,Tacoma,Manual,Pale White,24001,60504-7114,Hardtop,7391292,Aurora,10%,"$2,400.10",
2022-09-06,Matthieu,Male,1200000,Scrivener Performance Engineering,Mercedes-B,C-Class,Auto,Pale White,15000,38701-8047,Hatchback,7186099,Greenville,10%,"$1,500.00",
2022-09-07,Aiden,Male,1720000,Chrysler of Tri-Cities,Nissan,Quest,Manual,Black,19000,99301-3882,SUV,7445427,Middletown,10%,"$1,900.00",
2022-09-08,Mary,Female,600000,U-Haul CO,Volkswagen,Golf,Auto,Pale White,35000,78758-7841,Hardtop,6723919,Austin,10%,"$3,500.00",
2022-09-09,Johanna,Male,457000,Saab-Belle Dodge,Hyundai,Sonata,Manual,Pale White,21000,60504-7114,SUV,7019166,Aurora,10%,"$2,100.00",
2022-09-10,Leon,Male,2450000,C & M Motors Inc,Nissan,Altima,Auto,Pale White,20000,60504-7114,Hatchback,8939266,Aurora,10%,"$2,000.00",
2022-09-11,Christina,Male,1975000,Motor Vehicle Branch Office,Ford,Ranger,Manual,Black,18500,78758-7841,Hatchback,6711152,Austin,10%,"$1,850.00",
2022-09-12,Gwendoline,Female,860000,Star Enterprises Inc,Chevrolet,Corvette,Auto,Pale White,45000,99301-3882,SUV,6628315,Pasco,10%,"$4,500.00",
2022-09-13,Alex,Male,944000,Classic Chevy,Oldsmobile,Silhouette,Auto,Pale White,12000,85257-3102,Sedan,8350736,Greenville,10%,"$1,200.00",
2022-09-14,Joselyn,Male,1135000,Scrivener Performance Engineering,Chevrolet,Prizm,Manual,Pale White,21500,38701-8047,SUV,7134389,Greenville,10%,"$2,150.00",
2022-09-15,Leonardo,Female,2210000,Capitol KIA,Volvo,S40,Manual,Pale White,17000,38701-8047,Sedan,8387204,Greenville,10%,"$1,700.00",
2022-09-16,Dakota,Male,316000,Nebo Chevrolet,Chevrolet,Corvette,Auto,Pale White,46000,06457-3834,SUV,8530223,Middletown,10%,"$4,600.00",
2022-09-17,Malik,Male,1151000,Suburban Ford,Toyota,Corolla,Auto,Pale White,41100,53546-9427,Passenger,7658291,Janesville,10%,"$4,110.00",
2022-09-18,Alexander,Male,1385000,Clay Johnson Auto Sales,Toyota,RAV4,Manual,Pale White,22500,78758-7841,Hatchback,7810244,Pasco,10%,"$2,250.00",
2022-09-19,Julia,Female,700000,Star Enterprises Inc,Mercury,Grand Marquis,Auto,Black,9000,99301-3882,SUV,8364023,Pasco,10%,$900.00,
2022-09-20,Juliana,Male,1542000,Suburban Ford,Chevrolet,Cavalier,Manual,Pale White,20200,53546-9427,SUV,7546455,Janesville,10%,"$2,020.00",
2022-09-21,Julianna,Female,962000,Tri-State Mack Inc,Nissan,Maxima,Manual,Pale White,59000,85257-3102,Sedan,6194175,Scottsdale,10%,"$5,900.00",
2022-09-22,Juliet,Male,1290000,U-Haul CO,Volvo,S70,Manual,Black,22000,78758-7841,SUV,7025992,Austin,10%,"$2,200.00",
2022-09-23,Lev,Male,2250000,Chrysler of Tri-Cities,Subaru,Outback,Auto,Pale White,57000,99301-3882,SUV,8108037,Pasco,10%,"$5,700.00",
2022-09-24,Levi,Female,2155000,Chrysler Plymouth,Chevrolet,Corvette,Auto,Pale White,25500,53546-9427,SUV,8672450,Janesville,10%,"$2,550.00",
2022-09-25,Liam,Male,13500,Classic Chevy,Acura,RL,Manual,Black,18000,85257-3102,SUV,7085492,Scottsdale,10%,"$1,800.00",
2022-09-26,Lipa,Female,13500,Clay Johnson Auto Sales,Honda,Odyssey,Manual,Pale White,27000,78758-7841,Passenger,8594191,Austin,10%,"$2,700.00",
2022-09-27,Danielle,Female,807000,New Castle Ford Lincoln Mercury,Toyota,RAV4,Manual,Pale White,22000,60504-7114,Hatchback,8541398,Aurora,10%,"$2,200.00",
2022-09-28,Destiny,Female,825000,Pars Auto Sales,Toyota,Tacoma,Manual,Pale White,82000,38701-8047,Hatchback,7848361,Greenville,10%,"$8,200.00",
2022-09-29,Egypt,Female,720000,Pitre Buick-Pontiac-Gmc of Scottsdale,Plymouth,Prowler,Auto,Pale White,15000,99301-3882,Hatchback,6534513,Pasco,10%,"$1,500.00",
2022-09-30,Eliana,Female,850000,Progressive Shippers Cooperative Association No,Toyota,Camry,Auto,Pale White,31000,53546-9427,Hatchback,6484440,Janesville,10%,"$3,100.00",
2022-10-01,Felix,Male,1130000,Tri-State Mack Inc,Volkswagen,Passat,Auto,Pale White,13000,85257-3102,Hatchback,6179651,Scottsdale,10%,"$1,300.00",
2022-10-02,Julien,Male,13500,U-Haul CO,Volkswagen,Cabrio,Auto,Pale White,17000,78758-7841,Sedan,7691251,Austin,10%,"$1,700.00",
2022-10-03,Gabrielle,Male,1370000,Buddy Storbeck's Diesel Service Inc,Chrysler,Sebring Coupe,Auto,Pale White,46000,06457-3834,Sedan,6154930,Middletown,10%,"$4,600.00",
2022-10-04,Emeline,Male,1311000,C & M Motors Inc,Ford,Windstar,Auto,Pale White,19100,60504-7114,Sedan,8711691,Aurora,10%,"$1,910.00",
2022-10-05,Ali,Female,1280000,Diehl Motor CO Inc,Dodge,Durango,Auto,Pale White,10000,06457-3834,SUV,6575129,Janesville,10%,"$1,000.00",
2022-10-06,Allen,Male,2000000,Enterprise Rent A Car,Lincoln,Continental,Manual,Black,42000,60504-7114,Passenger,7712199,Scottsdale,10%,"$4,200.00",
2022-10-07,Alvin,Female,13500,Gartner Buick Hyundai Saab,Mitsubishi,Diamante,Auto,Black,18000,38701-8047,Hatchback,8429371,Austin,10%,"$1,800.00",
2022-10-08,Andrew,Male,650000,Hatfield Volkswagen,Toyota,Celica,Auto,Pale White,25000,99301-3882,SUV,6632898,Janesville,10%,"$2,500.00",
2022-10-09,Juliette,Male,1290000,Progressive Shippers Cooperative Association No,Volkswagen,Jetta,Auto,Black,22000,53546-9427,Passenger,8164247,Janesville,10%,"$2,200.00",
2022-10-10,Logan,Male,13500,Diehl Motor CO Inc,Volkswagen,GTI,Manual,Black,25000,06457-3834,SUV,7536144,Middletown,10%,"$2,500.00",
2022-10-11,Elizabeth,Female,911000,Rabun Used Car Sales,Buick,Park Avenue,Manual,Pale White,23000,85257-3102,Hatchback,6911603,Scottsdale,10%,"$2,300.00",
2022-10-12,Theo,Male,1150000,Capitol KIA,Volkswagen,Jetta,Auto,Pale White,33000,38701-8047,Passenger,6226752,Greenville,10%,"$3,300.00",
2022-10-13,Andy,Male,655000,Iceberg Rentals,Oldsmobile,Silhouette,Manual,Pale White,25000,53546-9427,Sedan,8221235,Scottsdale,10%,"$2,500.00",
2022-10-14,Julissa,Male,470000,Rabun Used Car Sales,Honda,Accord,Manual,Black,43000,85257-3102,Sedan,6988136,Scottsdale,10%,"$4,300.00",
2022-10-15,Kaelyn,Male,1180000,Race Car Help,BMW,328i,Manual,Pale White,21001,78758-7841,Sedan,8690744,Austin,10%,"$2,100.10",
2022-10-16,Kailey,Male,1195000,Ryder Truck Rental and Leasing,Pontiac,Bonneville,Manual,Pale White,11501,06457-3834,Hatchback,8027275,Middletown,10%,"$1,150.10",
2022-10-17,Lorenzo,Female,1420000,Enterprise Rent A Car,Volkswagen,Passat,Auto,Pale White,32000,60504-7114,Hatchback,6608005,Aurora,10%,"$3,200.00",
2022-10-18,Louis,Male,13500,Gartner Buick Hyundai Saab,Hyundai,Sonata,Manual,Black,20000,38701-8047,SUV,7465437,Greenville,10%,"$2,000.00",
2022-10-19,Luca,Male,13500,Hatfield Volkswagen,Volkswagen,Passat,Auto,Black,9000,99301-3882,Hatchback,6535530,Pasco,10%,$900.00,
2022-10-20,Ella,Male,916000,Race Car Help,Ford,Crown Victoria,Auto,Pale White,29000,78758-7841,Passenger,8160891,Austin,10%,"$2,900.00",
2022-10-21,Emily,Female,592000,Ryder Truck Rental and Leasing,Mercedes-B,C-Class,Manual,Pale White,17000,06457-3834,Hatchback,6044969,Middletown,10%,"$1,700.00",
2022-10-22,Emma,Male,750000,Saab-Belle Dodge,Honda,Passport,Manual,Pale White,27000,60504-7114,Hatchback,7272811,Aurora,10%,"$2,700.00",
2022-10-23,Cedric,Male,1900000,Chrysler of Tri-Cities,Honda,Odyssey,Manual,Pale White,54000,99301-3882,Passenger,6894798,Pasco,10%,"$5,400.00",
2022-10-24,Hugo,Female,1410000,Chrysler Plymouth,Mercury,Cougar,Auto,Black,33000,53546-9427,Hatchback,6730472,Janesville,10%,"$3,300.00",
2022-10-25,Rafael,Male,1125000,New Castle Ford Lincoln Mercury,Honda,Passport,Manual,Pale White,27500,60504-7114,Hardtop,6779688,Aurora,10%,"$2,750.00",
2022-10-26,Anson,Female,580000,McKinney Dodge Chrysler Jeep,Toyota,Celica,Manual,Pale White,14000,85257-3102,SUV,8547639,Austin,10%,"$1,400.00",
2022-10-27,Anthony,Male,710000,Motor Vehicle Branch Office,Chevrolet,Camaro,Auto,Black,41000,78758-7841,Sedan,7348351,Middletown,10%,"$4,100.00",
2022-10-28,Arjun,Female,335000,Nebo Chevrolet,Ford,Taurus,Manual,Pale White,22000,06457-3834,SUV,7915626,Aurora,10%,"$2,200.00",
2022-10-29,Kailyn,Female,13500,Saab-Belle Dodge,Ford,Focus,Manual,Pale White,24000,60504-7114,SUV,8740005,Aurora,10%,"$2,400.00",
2022-10-30,Kaitlyn,Male,1012500,Scrivener Performance Engineering,Porsche,Boxter,Manual,Pale White,24250,38701-8047,SUV,7058375,Greenville,10%,"$2,425.00",
2022-10-31,Kamila,Female,970000,Star Enterprises Inc,Oldsmobile,Intrigue,Manual,Pale White,37000,99301-3882,SUV,7599809,Pasco,10%,"$3,700.00",
2022-11-01,Lucas,Female,1495000,Iceberg Rentals,Lexus,LX470,Manual,Pale White,54500,53546-9427,SUV,6737724,Janesville,10%,"$5,450.00",
2022-11-02,Luka,Male,13500,McKinney Dodge Chrysler Jeep,Chrysler,Sebring Coupe,Auto,Pale White,46000,85257-3102,Sedan,8987884,Scottsdale,10%,"$4,600.00",
2022-11-03,Lukas,Male,13500,Motor Vehicle Branch Office,Dodge,Stratus,Manual,Pale White,37000,78758-7841,Hatchback,7580732,Austin,10%,"$3,700.00",
2022-11-04,Eva,Female,922000,Scrivener Performance Engineering,Dodge,Viper,Manual,Black,26000,38701-8047,SUV,6994009,Greenville,10%,"$2,600.00",
2022-11-05,Faith,Female,1130000,Star Enterprises Inc,Nissan,Pathfinder,Auto,Pale White,21000,99301-3882,Hatchback,6214183,Pasco,10%,"$2,100.00",
2022-11-06,Fanta,Female,13500,Suburban Ford,Toyota,Corolla,Auto,Pale White,41000,53546-9427,Passenger,6374482,Janesville,10%,"$4,100.00",
2022-11-07,Matheo,Male,1090000,Clay Johnson Auto Sales,Nissan,Quest,Manual,Black,12000,78758-7841,SUV,6569596,Austin,10%,"$1,200.00",
2022-11-08,Clemence,Male,630100,Diehl Motor CO Inc,Dodge,Stratus,Manual,Pale White,25100,06457-3834,Hatchback,8123167,Middletown,10%,"$2,510.00",
2022-11-09,Calista,Male,1350000,Enterprise Rent A Car,Toyota,Camry,Manual,Black,34000,60504-7114,Hatchback,8382877,Aurora,10%,"$3,400.00",
2022-11-10,Armaan,Male,1330000,New Castle Ford Lincoln Mercury,Oldsmobile,Aurora,Manual,Pale White,34000,60504-7114,Passenger,7360406,Greenville,10%,"$3,400.00",
